#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  178
#! SET periodic_phi true
   -0.988366228 -110.417079692   37.157593583
   -0.953067434 -109.058127691   38.879932954
   -0.917768640 -107.696577584   37.566867951
   -0.882469847 -106.401557986   35.497504866
   -0.847171053 -105.155029945   35.120103300
   -0.811872259 -103.883108233   36.837413930
   -0.776573465 -102.526019605   39.685253998
   -0.741274671 -101.063069241   42.789782652
   -0.705975877  -99.495809717   45.509595446
   -0.670677083  -97.854145443   46.971558541
   -0.635378289  -96.197676163   45.879837642
   -0.600079496  -94.623881443   42.558576717
   -0.564780702  -93.187741232   38.495073346
   -0.529481908  -91.875367034   35.987407558
   -0.494183114  -90.606397059   35.877222980
   -0.458884320  -89.312592464   37.020254324
   -0.423585526  -87.990133804   37.235564447
   -0.388286732  -86.701843252   34.958358319
   -0.352987939  -85.534045317   30.745880400
   -0.317689145  -84.528422174   25.899852034
   -0.282390351  -83.683854117   21.785516729
   -0.247091557  -82.965105916   18.763755057
   -0.211792763  -82.335705336   16.710385577
   -0.176493969  -81.770957885   15.025166724
   -0.141195175  -81.264729911   13.198128020
   -0.105896382  -80.835711350   10.790269625
   -0.070597588  -80.506436121    7.438684351
   -0.035298794  -80.309302455    3.253808882
    0.000000000  -80.275742742   -1.743662911
    0.035298794  -80.432174173   -7.482691879
    0.070597588  -80.796970384  -13.414623825
    0.105896382  -81.354844527  -18.144185750
    0.141195175  -82.043346466  -20.815584972
    0.176493969  -82.796466814  -21.955187009
    0.211792763  -83.595140945  -23.934295067
    0.247091557  -84.510224944  -28.655969479
    0.282390351  -85.637670885  -35.645504414
    0.317689145  -87.009570268  -41.822344458
    0.352987939  -88.531068775  -43.733338491
    0.388286732  -90.025475846  -40.356767977
    0.423585526  -91.343839917  -34.638256755
    0.458884320  -92.484540357  -30.907829634
    0.494183114  -93.580353076  -32.280489521
    0.529481908  -94.811411903  -38.161196135
    0.564780702  -96.275188453  -44.890831178
    0.600079496  -97.934449971  -48.580874479
    0.635378289  -99.644445481  -47.809096171
    0.670677083 -101.262349950  -43.630301917
    0.705975877 -102.710419937  -38.779933200
    0.741274671 -104.006630088  -35.228763581
    0.776573465 -105.207541478  -33.275244202
    0.811872259 -106.351830755  -31.858756507
    0.847171053 -107.433586778  -29.521629992
    0.882469847 -108.414298713  -26.201008507
    0.917768640 -109.270989911  -22.644165017
    0.953067434 -110.002176507  -19.023730269
    0.988366228 -110.590692538  -14.378034760
    1.023665022 -110.974333824   -7.137243731
    1.058963816 -111.054692899    2.390653766
    1.094262610 -110.790582704   11.953691950
    1.129561404 -110.234940927   18.451298293
    1.164860197 -109.522307791   21.025236577
    1.200158991 -108.760673128   21.728941735
    1.235457785 -107.956263646   23.942961279
    1.270756579 -107.013006585   29.771255574
    1.306055373 -105.807570652   38.398701754
    1.341354167 -104.284578716   47.203960908
    1.376652961 -102.488016703   53.786567801
    1.411951754 -100.515935813   57.137580851
    1.447250548  -98.458715781   58.889121464
    1.482549342  -96.330651058   61.548248644
    1.517848136  -94.065451180   66.881286215
    1.553146930  -91.575683036   73.903172788
    1.588445724  -88.850734228   79.670356954
    1.623744518  -85.989981466   81.058855865
    1.659043311  -83.171231286   77.629169145
    1.694342105  -80.527585862   71.676475805
    1.729640899  -78.084507302   66.647572003
    1.764939693  -75.775657051   64.251836247
    1.800238487  -73.512045466   63.803993967
    1.835537281  -71.244689810   64.414947189
    1.870836075  -68.942236310   65.862741072
    1.906134868  -66.575919695   67.840875692
    1.941433662  -64.150125605   68.900364055
    1.976732456  -61.740856566   66.396886888
    2.012031250  -59.516362873   58.436167101
    2.047330044  -57.662028089   45.756817989
    2.082628838  -56.297025260   31.427135239
    2.117927632  -55.415825697   18.771954203
    2.153226425  -54.916738033    9.815721376
    2.188525219  -54.668926693    4.525694380
    2.223824013  -54.572077764    0.745613143
    2.259122807  -54.617770500   -3.784277642
    2.294421601  -54.863233462  -10.901891388
    2.329720395  -55.406892526  -20.425464056
    2.365019189  -56.314441195  -31.247242718
    2.400317983  -57.601350631  -41.717190292
    2.435616776  -59.233436357  -50.432908021
    2.470915570  -61.129384846  -56.690334079
    2.506214364  -63.195472580  -60.115257444
    2.541513158  -65.335881547  -61.017556452
    2.576811952  -67.485815113  -60.845280267
    2.612110746  -69.635909788  -61.322270196
    2.647409540  -71.828368446  -63.460405394
    2.682708333  -74.125873708  -66.939575507
    2.718007127  -76.554042883  -70.584486467
    2.753305921  -79.085793411  -72.673045630
    2.788604715  -81.644899317  -71.920996289
    2.823903509  -84.128888059  -68.541346138
    2.859202303  -86.462612646  -63.638536339
    2.894501097  -88.621608147  -59.087931554
    2.929799890  -90.653545911  -56.651896263
    2.965098684  -92.649665560  -57.065436913
    3.000397478  -94.703281907  -59.650061106
    3.035696272  -96.855329431  -62.289814134
    3.070995066  -99.069336410  -62.834205325
    3.106293860 -101.247156487  -60.275961618
